1625.089635800762,777.2270631590404,775.6587477530957
3588.589841690423,2734.4796824052282,3085.246904587423
4270.6558616925595,4954.460445794676,5703.126089642795
6439.297077855982,7031.1739646158385,9154.36776780236
7739.685293126287,9738.5749544288,11350.803151748181
9127.414875396209,10197.30879553701,13741.86386829468
11151.538463285893,11217.057722131984,16468.269237344848
12242.381344322523,11855.302479186354,20646.201578663204
13284.242647389416,14241.385504234642,22139.516508112778
13723.696766850224,18612.54432332699,23221.517114090966
14029.075085780854,19783.071748155082,25541.20979675828
15249.192268672727,20710.255290163615,27240.769843445825
15422.123513814795,21770.664887912673,29938.458431631872
16089.971076811133,22559.195267135412,32236.21122796202
17254.615895602725,23313.759655743757,34460.343922111526
18308.886253936817,23784.48064917474,34849.57002001405
18684.003174320274,24434.376531550944,35883.482936353306
19232.06379746676,25219.216939457074,37262.50114581684
20137.158452247077,25566.195837882082,37667.87704616546
21792.79925124759,25778.164191012005,38321.449827799835
22265.636732511877,26618.480062028942,38810.564094215406
23060.689797716717,27154.28122156575,39051.37717893553
23164.539290835673,27608.74224947587,39203.709907154596
23649.98030719037,27898.91798962913,39893.092606551836
24004.1423822381,29188.01227320285,40257.84600865939
24990.489503041154,29818.72795856855,40435.424047389184
25367.4601418636,30186.209563753448,42288.392420845885
25521.552642913302,30552.730113954887,42353.30050975543
25618.23432463387,30824.134709448183,43280.46868589702
25717.861526422847,31203.67975265819,43401.18932163465
25821.809188256368,31558.11983441629,43482.28921285175
25855.20029330412,31759.546892935043,43555.21566003791
25867.669386787617,31933.26212813587,43896.85377086156
26024.56177555385,32079.143343129523,44377.918170873265
26121.16898840013,32762.761613826093,44535.231555758284
26146.481027414415,32968.909187308804,44711.616538936374
26618.583507326905,33729.661259483735,44816.392948792345
26826.870428741586,33909.68600322774,44930.20575986632
26935.744218847474,34020.501322277676,45241.17442666159
26953.563443860432,34071.88913654296,45360.88195333691
27200.049859983927,34120.49491040467,45583.9009593011
27244.877891134012,34178.490883429055,45620.97752779913
27380.9442594208,34349.733233128965,45673.472414630785
27510.626235991742,34414.14361792385,45792.25184548364
27563.666106005632,34511.32334724849,45865.94937813721
27617.732368762696,34543.729366421045,45920.13497449693
27681.66994221611,34548.05021056415,46025.950618834846
27778.197704917144,34686.63963757921,46151.943701514814
27805.476494183564,34742.20198585954,46250.68633453033
27841.131822275234,34768.95248407005,46340.258704078246
27971.920256004694,34775.36139248849,46363.349101791304
28110.283261296354,34895.828840364855,46523.63291575153
28153.7972096517,34926.84516621449,46602.12675056011
28181.268118501015,34946.25300421393,47245.19079184774
28222.293901911733,34973.94950497463,47289.729765694756
28260.23057765218,35025.56033516294,47306.534480503426
28263.345752424775,35045.670237662,47345.240533398755
28279.622949602093,35080.069390472076,47405.98853758842
28293.49957155543,35085.154450951246,47426.15127887583
28339.456227399434,35107.5036370566,47453.26033817782
28344.836103777565,35112.23968750864,47462.46238118091
28380.182092474544,35123.0426017343,47489.283530099885
28397.798864619745,35127.79021030817,47503.47919913993
28425.802619081358,35280.22985220748,47528.967642682364
28429.332636339353,35288.84916759998,47574.54910446711
28432.175884305212,35335.14593642317,47594.58784459563
28434.229863933975,35347.15339036216,47604.26475919903
28434.86732257681,35444.60935236694,47624.07877822791
28435.426359018376,35451.57822008955,47630.78019215909
28441.58400392243,35458.749762741114,47641.16562940358
28451.52956411839,35463.0561827371,47657.34812297049
28453.585693265097,35469.51340822568,47664.95246025322
28455.550719413986,35476.69531405075,47679.40803850521
28455.710302785606,35539.48211063705,47681.54903432682
28456.310815101027,35552.40869024322,47685.09234133189
28458.867061403602,35557.43602676405,47707.98456979935
28459.256405401644,35564.10945939459,47709.48566656515
28459.988817078483,35569.65246489508,47715.18421030516
28460.55643735802,35570.864118310696,47726.42033733908
28481.212820047407,35573.48900360809,47729.03202512127
28481.32786510279,35578.90667113865,47737.06460896348
28481.831684686822,35582.13234949403,47739.57116459341
28484.90190310963,35587.248355643635,47744.14838647463
28484.962350253372,35590.88296688475,47750.39913532774
28485.281296698104,35594.510745222215,47758.788381832
28485.33820654578,35596.27205055538,47764.9686286409
28485.41255247812,35596.99974314368,47769.85553102712
28485.659540995515,35597.33479830624,47773.614745509345
28486.78366151913,35598.322723544625,47778.07278313038
28486.813669202787,35598.91296856891,47782.142841667504
28487.219497784998,35599.148309029006,47783.72467250322
28487.37870889574,35600.82310070873,47788.51112408773
28487.50796330476,35601.72806111062,47789.645138782114
28487.628985482716,35603.566610021124,47791.78837233342
28488.21261098782,35604.354709920124,47794.07455216549
28488.59445171655,35604.90607376973,47797.26694485721
28488.72961670566,35605.89673452708,47798.64600847676
28489.080333258556,35606.66346780192,47802.48574681312
28489.32200295854,35606.93973647979,47803.78754196422
28489.359257390082,35608.01266647372,47805.731444981226
