775.7458640551606,57123.30594432373,196021.81012478075,-81775.1982361333
2731.387557406979,50778.83509520949,201145.71039055753,-99588.04020013854
4948.570580802509,39110.26723493417,161831.60476973117,-83611.07029986285
7032.6648160085315,38125.236877089,163994.03017557127,-87743.55642139325
9742.730061245076,34060.466432703,146647.9247396111,-78526.9918742051
10199.058014287737,32685.066754137875,149961.69849916405,-84591.5649908883
11204.403950441483,39675.21628170587,169916.6489353614,-90566.21637194965
11811.945387301803,36526.263351553236,166229.41584908217,-93176.88914597569
14251.734463373603,38231.45922913383,165626.67210632196,-89163.75364805429
18620.673361756842,37755.287123565766,165307.65266722967,-89797.07842009814
19792.115585061012,36290.280255042264,161632.99556754547,-89052.43505746096
20711.776968823517,33890.38980374513,153883.7158765171,-86102.93626902683
21773.223920434022,34773.511334125054,155462.9740615787,-85915.95139332856
22584.311388449234,36886.26273568195,165394.0271453043,-91621.50167394042
23279.911267452208,35193.996375243,159465.5720654347,-89077.5793149487
23761.338781704264,39156.2851947195,172428.40735941066,-94115.83696997166
24356.202465365306,35959.87930614245,159482.7085537371,-87562.94994145219
25090.206610190737,36430.93627691409,160035.03423900992,-87173.16168518175
25463.710221481728,32811.49843387495,148605.58003167494,-82982.58316392502
25697.76955915895,36993.11204534258,166802.80123243076,-92816.5771417456
26515.753178266994,33149.000248459495,155820.78101020856,-89522.78051328956
27080.88121276693,41015.32789237592,183316.34682585706,-101285.69104110524
27489.669033904367,39901.51434938767,177769.60584037798,-97966.57714160264
27818.194704193567,36587.04782741933,169869.330463983,-96695.23480914434
29056.98646613406,36054.200724539965,163053.18409631983,-90944.78264723992
29680.762953325622,39278.21788652008,170186.27355848992,-91629.83778544975
30031.345649204723,31284.977866164292,145369.73961528286,-82799.78388295426
30393.803325657198,38713.04283057177,178289.87996880457,-100863.79430766104
30663.198452163117,31664.63003178204,145082.6839734182,-81753.42390985413
31096.697786799745,36180.92198059293,169930.91791458288,-97569.073953397
31465.70060471684,37914.77179855497,168032.72777178668,-92203.18417467675
31656.504751171426,38900.0029242859,175445.75544096826,-97645.74959239645
31827.929669561203,36185.98731865088,163202.99139861442,-90831.01676131267
31985.47347468667,35855.36952919704,175646.56634335982,-103935.82728496572
32676.90137763925,34217.31964378736,158360.7786298938,-89926.13934231905
32875.07129632854,45941.58021759244,193789.57282697587,-101906.41239179097
33594.711057315966,38482.44685345516,169883.3628502232,-92918.46914331289
33761.108381953214,35840.85218203762,169415.70535261027,-97734.00098853504
33861.11593451314,41793.22237682834,181430.79017465672,-97844.34542100003
33912.86014419653,38264.385327882155,174352.10451615448,-97823.33386039015
33982.84983544431,33082.466484575285,156022.04098312426,-89857.10801397369
34087.07914075277,36789.40677384339,183737.21960474123,-110158.40605705444
34267.18253602283,40369.228523572354,183059.16167373557,-102320.70462659086
34344.56670083238,37346.99491515695,174885.075086875,-100191.08525656111
34501.19161578899,34941.35641608798,160643.33279995652,-90760.61996778054
34526.79435880361,32683.439859819973,158256.55077634775,-92889.67105670781
34534.65652240642,36358.50571077153,174690.2425464928,-101973.23112494973
34673.19722904651,35685.27726511006,165489.02946365403,-94118.4749334339
